review_id,hotel_id,user_id,rating,title,body,language,traveller_type,stay_date,room_type_id,helpful_votes,has_photo,sentiment_hint,created_at,updated_at
rvw_e1a1c3cb,htl_7920dc76,usr_b4a877b0,7,Mixed,"Good value for what you get. We paid less than the chain hotel two streets away. Getting a cab from here in the evening took longer than it should. Exactly what was advertised, no more and no less.",en-IN,solo,2026-01-31,rmt_8f366505,11,1,0.33,2026-02-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_9e8d3531,htl_7920dc76,usr_9181bfe3,7,Good location,Checked in at 6am off a delayed train and they let us in early without fuss. Breakfast is repetitive if you stay more than three nights. Worth it for the location alone.,en-IN,couple,2025-08-29,,0,0,0.33,2025-08-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_2e9befb5,htl_7920dc76,usr_1549bc70,8,,"ठिकाण उत्तम आहे, बाजार चालत जाण्याच्या अंतरावर.",mr,solo,2025-07-30,rmt_8f366505,5,1,0.56,2025-08-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_bd8b55fa,htl_7920dc76,usr_db178dbf,9,,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,business,2026-05-22,rmt_4163a512,4,1,0.78,2026-06-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_c31457eb,htl_7920dc76,usr_8f0039c0,7,Good location,"Room was spotless and the air conditioning was silent, which mattered in October. Thin walls. We heard the family next door quite clearly. Exactly what was advertised, no more and no less.",en-IN,business,2025-10-27,rmt_8f366505,0,0,0.33,2025-10-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_91375a51,htl_7920dc76,usr_c6012016,7,Noisy but central,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,business,2025-11-02,rmt_8f366505,4,0,0.33,2025-11-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_6a694f72,htl_7920dc76,usr_7cfa76f9,5,,"Thin walls. We heard the family next door quite clearly. Would stay again, but I would ask for a room at the back.",en-IN,couple,2025-08-07,rmt_281cdffe,14,0,-0.11,2025-08-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_68c104ca,htl_7920dc76,usr_065fbc7f,3,Average,"Housekeeping was hit and miss — fine most days, skipped once. Worth it for the location alone.",en-IN,backpacker,2025-08-09,rmt_281cdffe,4,0,-0.56,2025-08-23T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_b0275837,htl_7920dc76,usr_712600f0,6,Good location,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Breakfast was better than it needed to be. The idli in particular. Hot water was inconsistent on the upper floor. Slightly overpriced in season, good value outside it.",en-IN,business,2025-07-11,rmt_281cdffe,7,0,0.11,2025-07-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a2cdfdff,htl_7920dc76,usr_7e340c2a,6,,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,solo,2025-12-04,rmt_4163a512,8,1,0.11,2025-12-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_2c03f40e,htl_7920dc76,usr_21b63d3b,7,Great staff,"The banyan tree is genuinely lovely in the evening. Room was spotless and the air conditioning was silent, which mattered in April. The photographs make the room look larger than it is. Fine for two nights, probably not for a week.",en-IN,business,2025-05-05,rmt_5205cb45,18,0,0.33,2025-05-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_99bb419e,htl_7920dc76,usr_5f1e6e1c,6,Great staff,"Breakfast was better than it needed to be. The dhokla in particular. Good value for what you get. We paid less than the chain hotel two streets away. Thin walls. We heard the family next door quite clearly. Would stay again, but I would ask for a room at the back.",en-IN,business,2025-10-30,rmt_4163a512,3,1,0.11,2025-11-11T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_633ca1e9,htl_7920dc76,,4,,"The street noise starts around six and there is no getting around it. Thin walls. We heard the family next door quite clearly. Fine for two nights, probably not for a week.",en-IN,business,2026-05-24,rmt_4163a512,12,0,-0.33,2026-05-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_fdcdd70b,htl_7920dc76,usr_598fd23f,6,Good location,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,family,2025-09-04,,6,1,,2025-09-19T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_fca60c92,htl_7920dc76,usr_ee605ce4,7,Great staff,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,backpacker,2026-04-03,rmt_5205cb45,0,0,0.33,2026-04-14T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_f874534c,htl_7920dc76,usr_aebfb5b6,6,Average,"জায়গাটা দারুণ, বাজার হাঁটা পথে। গরম জলের সমস্যা ছিল দু'দিন।",bn,solo,2025-05-13,rmt_8f366505,9,0,0.11,2025-05-14T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_80be5f16,htl_07bfe1c5,usr_1886c078,8,Would return,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,business,2026-05-12,,9,0,0.56,2026-05-28T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_e3a5e99e,htl_07bfe1c5,usr_373b76a9,5,,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,friends,2026-06-03,,10,0,-0.11,2026-06-11T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8312353b,htl_07bfe1c5,usr_7b4006b0,8,Good location,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,business,2025-06-06,rmt_923a8916,9,0,,2025-06-17T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_9afc76a5,htl_07bfe1c5,,9,Would return,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,senior,2026-06-12,rmt_f151034c,5,0,0.78,2026-06-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_152ef06f,htl_07bfe1c5,usr_5e4aa2d9,6,Better than expected,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,friends,2026-02-25,rmt_f151034c,0,0,0.11,2026-03-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_c2c07353,htl_07bfe1c5,usr_7da99ef5,7,Mixed,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,family,2026-06-20,,10,1,0.33,2026-07-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_96406d65,htl_07bfe1c5,usr_7ad82b11,6,,"Room was spotless and the air conditioning was silent, which mattered in May. Hot water was inconsistent on the upper floor. Fine for two nights, probably not for a week.",en-IN,couple,2026-03-04,,17,0,0.11,2026-03-19T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_3f668cc8,htl_07bfe1c5,usr_ff46b2fe,4,Good location,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,couple,2025-05-14,rmt_f151034c,3,1,-0.33,2025-05-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_750fe4af,htl_07bfe1c5,usr_48f9bd76,6,,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,backpacker,2025-09-08,rmt_aca31c09,2,0,0.11,2025-09-27T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_e663abec,htl_07bfe1c5,usr_394de344,6,,"గది శుభ్రంగా ఉంది, సిబ్బంది సహాయకరంగా ఉన్నారు. అల్పాహారం సాధారణం.",te,senior,2025-08-10,rmt_1aa70708,0,0,0.11,2025-08-16T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_95e0afe0,htl_07bfe1c5,usr_b5327682,6,Noisy but central,"Staff remembered our names by the second morning, which is rare anywhere. Good value for what you get. We paid less than the chain hotel two streets away. Thin walls. We heard the family next door quite clearly. Exactly what was advertised, no more and no less.",en-IN,business,2026-03-13,rmt_aca31c09,8,0,0.11,2026-03-31T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_d705ec28,htl_07bfe1c5,usr_3495d8ed,5,,"The photographs make the room look larger than it is. Exactly what was advertised, no more and no less.",en-IN,family,2026-02-13,rmt_1aa70708,7,1,-0.11,2026-03-01T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_14932b3d,htl_07bfe1c5,usr_32f091df,6,Good location,"Checked in at 6am off a delayed train and they let us in early without fuss. Hot water was inconsistent on the upper floor. Fine for two nights, probably not for a week.",en-IN,friends,2025-04-22,,1,0,0.11,2025-05-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4111ab2e,htl_07bfe1c5,usr_bcea2153,8,Great staff,"Checked in at 6am off a delayed train and they let us in early without fuss. Fine for two nights, probably not for a week.",en-IN,family,2025-04-20,rmt_aca31c09,1,1,0.56,2025-05-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_888012eb,htl_07bfe1c5,usr_4bed9c81,9,Would return,விலைக்கு ஏற்ற தங்குமிடம். மீண்டும் வருவேன்.,ta,solo,2025-12-03,rmt_aca31c09,1,0,0.78,2025-12-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_20e3e493,htl_07bfe1c5,usr_99f19167,10,Mixed,"The location is the whole argument for this place — we walked to the fort gate twice a day. Slightly overpriced in season, good value outside it.",en-IN,solo,2025-04-23,,9,0,1,2025-05-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_22742c0a,htl_07bfe1c5,usr_1df4c157,4,Better than expected,"Hot water was inconsistent on the upper floor. Would stay again, but I would ask for a room at the back.",en-IN,senior,2026-03-25,rmt_f151034c,6,0,-0.33,2026-04-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_be6efefc,htl_07bfe1c5,,8,Average,മുറി വൃത്തിയായിരുന്നു. ജീവനക്കാർ സഹായകരമായിരുന്നു. പ്രഭാതഭക്ഷണം ശരാശരി.,ml,couple,2025-09-28,rmt_f151034c,4,0,0.56,2025-09-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ac4c68f3,htl_07bfe1c5,,8,Good location,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,couple,2025-06-13,rmt_1aa70708,6,0,0.56,2025-06-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_2304fe76,htl_07bfe1c5,usr_201332d4,4,Good location,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,solo,2025-05-03,rmt_923a8916,3,0,-0.33,2025-05-12T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ae56d373,htl_07bfe1c5,usr_394de344,8,,Checked in at 6am off a delayed train and they let us in early without fuss. Worth it for the location alone.,en-GB,family,2025-06-03,rmt_1aa70708,0,1,0.56,2025-06-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8b304901,htl_07bfe1c5,usr_0b483652,7,Good location,"ठिकाण उत्तम आहे, बाजार चालत जाण्याच्या अंतरावर.",mr,family,2026-04-29,rmt_f151034c,4,0,,2026-05-03T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a370ae49,htl_07bfe1c5,usr_3e1b3843,8,Good location,"The stepwell-style water feature is genuinely lovely in the evening. Slightly overpriced in season, good value outside it.",en-IN,couple,2026-07-17,rmt_1aa70708,15,1,0.56,2026-07-26T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_d3c8a1a4,htl_07bfe1c5,usr_0af476d1,3,Average,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,couple,2026-03-04,rmt_923a8916,0,0,-0.56,2026-03-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_33d1d788,htl_07bfe1c5,usr_b4e3e994,6,Great staff,Checked in at 6am off a delayed train and they let us in early without fuss. Breakfast was better than it needed to be. The filter coffee in particular. Thin walls. We heard the family next door quite clearly. Worth it for the location alone.,en-IN,family,2026-03-15,,10,0,0.11,2026-04-02T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_700a2d60,htl_8727e865,usr_c799c956,6,Good location,"The location is the whole argument for this place — we walked to the lake promenade twice a day. Hot water was inconsistent on the upper floor. Exactly what was advertised, no more and no less.",en-IN,solo,2026-06-27,rmt_eafcf781,9,0,0.11,2026-07-16T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8f06268e,htl_8727e865,usr_afaebefa,8,Mixed,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,solo,2025-07-16,rmt_dec6e52e,0,0,0.56,2025-07-20T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_50ecaa5d,htl_8727e865,usr_842437da,7,Better than expected,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,friends,2025-09-29,rmt_84950119,2,0,,2025-10-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_d4ce06d9,htl_8727e865,usr_25e8a118,9,Great staff,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,solo,2026-01-18,,1,0,0.78,2026-01-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_2ca04714,htl_8727e865,usr_225fd2f9,8,Noisy but central,"জায়গাটা দারুণ, বাজার হাঁটা পথে। গরম জলের সমস্যা ছিল দু'দিন।",bn,business,2025-07-26,rmt_84950119,6,0,,2025-08-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ec78a2e6,htl_8727e865,,8,Good location,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,backpacker,2025-09-18,rmt_050e238e,0,0,0.56,2025-10-03T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_814e17a7,htl_8727e865,usr_e7722766,10,,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Worth it for the location alone.",en-GB,solo,2026-02-08,rmt_050e238e,0,0,1,2026-02-11T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_643d270a,htl_8727e865,usr_1436bbd8,7,Great staff,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,senior,2025-11-26,rmt_050e238e,8,0,0.33,2025-12-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_78c1339e,htl_8727e865,usr_c36e8fdb,6,Mixed,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,backpacker,2025-10-25,rmt_eafcf781,7,0,0.11,2025-11-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8f45d938,htl_8727e865,usr_ab2353de,8,Average,മുറി വൃത്തിയായിരുന്നു. ജീവനക്കാർ സഹായകരമായിരുന്നു. പ്രഭാതഭക്ഷണം ശരാശരി.,ml,friends,2025-07-29,rmt_eafcf781,3,0,0.56,2025-08-16T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_72cfa05b,htl_8727e865,usr_24d10368,8,,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,backpacker,2026-03-26,rmt_84950119,4,0,0.56,2026-04-01T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8ed3a1ed,htl_8727e865,usr_bac1ae76,10,Noisy but central,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Checked in at 6am off a delayed train and they let us in early without fuss. Fine for two nights, probably not for a week.",en-IN,solo,2025-11-28,,0,1,1,2025-12-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ba60584f,htl_8727e865,usr_b2ea84e0,10,Noisy but central,"Room was spotless and the air conditioning was silent, which mattered in December. Staff remembered our names by the second morning, which is rare anywhere. Fine for two nights, probably not for a week.",en-GB,business,2025-09-06,,0,0,1,2025-09-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a41c4569,htl_8727e865,usr_78513cd2,5,Mixed,"ठिकाण उत्तम आहे, बाजार चालत जाण्याच्या अंतरावर.",mr,family,2025-06-08,,3,1,,2025-06-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_9633abe5,htl_8727e865,usr_f94b1e02,8,Mixed,"గది శుభ్రంగా ఉంది, సిబ్బంది సహాయకరంగా ఉన్నారు. అల్పాహారం సాధారణం.",te,couple,2026-01-29,rmt_eafcf781,0,0,0.56,2026-02-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_7f1eae89,htl_8727e865,usr_372a30af,6,,"জায়গাটা দারুণ, বাজার হাঁটা পথে। গরম জলের সমস্যা ছিল দু'দিন।",bn,family,2025-06-25,rmt_84950119,12,1,0.11,2025-07-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_19fd912b,htl_8727e865,,3,Great staff,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,friends,2025-11-25,rmt_eafcf781,7,0,-0.56,2025-12-02T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_dbd29d62,htl_8727e865,usr_991a1e29,6,,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,friends,2025-11-24,rmt_050e238e,9,0,0.11,2025-12-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_0bca1edb,htl_8727e865,usr_546ab7b6,5,Mixed,"Hot water was inconsistent on the upper floor. Would stay again, but I would ask for a room at the back.",en-IN,family,2026-03-04,rmt_84950119,0,0,-0.11,2026-03-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_2f7d69e0,htl_8727e865,,8,Great staff,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,solo,2025-08-18,rmt_84950119,0,0,0.56,2025-08-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_cae4e077,htl_8727e865,usr_2a2841d1,7,Noisy but central,खोली स्वच्छ होती आणि कर्मचारी मदतशील होते. नाश्ता बरा होता.,mr,couple,2026-05-10,rmt_dec6e52e,0,0,0.33,2026-05-19T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_9bb34ee3,htl_8727e865,,8,,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,business,2026-07-18,rmt_84950119,5,0,0.56,2026-08-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_462efdba,htl_8727e865,usr_895960e2,10,,"The banyan tree is genuinely lovely in the evening. Good value for what you get. We paid less than the chain hotel two streets away. Exactly what was advertised, no more and no less.",en-IN,backpacker,2025-04-15,,1,0,,2025-04-16T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_bffb95b7,htl_8727e865,usr_3cb7beb3,10,,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,couple,2025-11-18,rmt_eafcf781,7,0,,2025-12-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8b0a3bc8,htl_8727e865,usr_f427bdf9,7,,"Room was spotless and the air conditioning was silent, which mattered in October. The photographs make the room look larger than it is. Fine for two nights, probably not for a week.",en-IN,senior,2025-04-28,rmt_dec6e52e,4,0,0.33,2025-05-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_81863dc8,htl_edab68d0,,6,Better than expected,"ठिकाण उत्तम आहे, बाजार चालत जाण्याच्या अंतरावर.",mr,couple,2025-09-04,rmt_48fcd6e9,8,0,,2025-09-13T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_85902f07,htl_edab68d0,usr_b8779399,9,Noisy but central,മുറി വൃത്തിയായിരുന്നു. ജീവനക്കാർ സഹായകരമായിരുന്നു. പ്രഭാതഭക്ഷണം ശരാശരി.,ml,friends,2026-05-28,rmt_bff5ea54,3,0,0.78,2026-05-31T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ce2912f8,htl_edab68d0,usr_85c09ee4,9,Mixed,"Staff remembered our names by the second morning, which is rare anywhere. Wi-fi held up well enough for a two-hour video call, which I did not expect. Fine for two nights, probably not for a week.",en-IN,business,2025-06-26,,2,0,0.78,2025-07-14T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_f3755ec3,htl_edab68d0,usr_c7a5929f,10,Mixed,"Good value for what you get. We paid less than the chain hotel two streets away. Staff remembered our names by the second morning, which is rare anywhere. Worth it for the location alone.",en-IN,business,2025-07-01,rmt_48fcd6e9,3,0,1,2025-07-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a8e3815d,htl_edab68d0,usr_0a8655e4,10,Better than expected,"The internal atrium is genuinely lovely in the evening. Breakfast was better than it needed to be. The dhokla in particular. Would stay again, but I would ask for a room at the back.",en-IN,solo,2026-04-28,rmt_2dd1de63,0,0,1,2026-05-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_13d81578,htl_edab68d0,,5,,"Getting a cab from here in the evening took longer than it should. Exactly what was advertised, no more and no less.",en-IN,backpacker,2025-09-10,,0,1,-0.11,2025-09-21T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ba2b0a43,htl_edab68d0,usr_bb4265e1,8,Noisy but central,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,friends,2026-07-14,rmt_4477c345,5,1,0.56,2026-07-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_de0a9dad,htl_edab68d0,,10,Good location,"জায়গাটা দারুণ, বাজার হাঁটা পথে। গরম জলের সমস্যা ছিল দু'দিন।",bn,solo,2026-05-16,rmt_48fcd6e9,3,0,1,2026-06-03T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_9f2ad9b1,htl_edab68d0,usr_80bfee13,10,Great staff,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,business,2025-11-27,,0,1,1,2025-12-16T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_eaa42175,htl_edab68d0,usr_94de7192,8,Average,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,family,2025-12-22,rmt_48fcd6e9,14,0,0.56,2025-12-26T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_34b7a545,htl_edab68d0,usr_5b31e64c,10,Better than expected,"Checked in at 6am off a delayed train and they let us in early without fuss. Would stay again, but I would ask for a room at the back.",en-IN,backpacker,2025-09-11,,2,0,1,2025-09-12T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_6a844631,htl_edab68d0,usr_8f81432c,10,,"The kitchen garden is genuinely lovely in the evening. The location is the whole argument for this place — we walked to the beach road twice a day. Exactly what was advertised, no more and no less.",en-IN,business,2025-07-07,rmt_2dd1de63,0,0,1,2025-07-16T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_cb262cb2,htl_edab68d0,usr_86b7d9ab,10,Mixed,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,couple,2025-05-31,rmt_4477c345,6,0,1,2025-06-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_5da870f0,htl_edab68d0,usr_46f5d250,9,,"Staff remembered our names by the second morning, which is rare anywhere. Checked in at 6am off a delayed train and they let us in early without fuss. Exactly what was advertised, no more and no less.",en-IN,solo,2025-10-01,rmt_2dd1de63,0,0,0.78,2025-10-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_f8324fd9,htl_edab68d0,,9,Noisy but central,ঘর পরিষ্কার ছিল এবং কর্মীরা সাহায্য করেছেন। সকালের খাবার মোটামুটি।,bn,family,2026-05-27,rmt_2dd1de63,12,1,0.78,2026-06-02T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a6e13523,htl_edab68d0,usr_80a41666,10,Would return,"Checked in at 6am off a delayed train and they let us in early without fuss. Wi-fi held up well enough for a two-hour video call, which I did not expect. Fine for two nights, probably not for a week.",en-IN,senior,2025-04-27,rmt_2dd1de63,1,0,1,2025-05-13T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_7817fb42,htl_edab68d0,usr_2de68d4f,9,Average,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,solo,2026-01-22,rmt_bff5ea54,0,0,0.78,2026-01-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_eada7d9f,htl_edab68d0,usr_87dbc172,6,Would return,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,senior,2026-04-28,rmt_bff5ea54,7,0,0.11,2026-05-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_67d2a814,htl_edab68d0,usr_560bdda1,9,Great staff,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,family,2026-03-09,,10,0,0.78,2026-03-25T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_7e9f796c,htl_edab68d0,usr_bc4a9809,10,Would return,"Good value for what you get. We paid less than the chain hotel two streets away. Fine for two nights, probably not for a week.",en-GB,couple,2026-05-22,,5,1,1,2026-05-27T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_feeaeab2,htl_edab68d0,usr_ea269383,10,Good location,खोली स्वच्छ होती आणि कर्मचारी मदतशील होते. नाश्ता बरा होता.,mr,friends,2026-06-16,rmt_bff5ea54,0,0,1,2026-06-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_921c8116,htl_edab68d0,usr_7e684451,9,Noisy but central,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Fine for two nights, probably not for a week.",en-IN,family,2026-08-05,rmt_48fcd6e9,0,1,0.78,2026-08-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_bd1aa0ae,htl_edab68d0,,10,Good location,खोली स्वच्छ होती आणि कर्मचारी मदतशील होते. नाश्ता बरा होता.,mr,friends,2026-01-01,rmt_4477c345,6,1,1,2026-01-19T20:00:00+05:30,2026-08-18T10:00:00+05:30
